Identifier,"Source String",Translation,Context,Labels,"Max. Length"
REPORT_NOTE_166,"TAA can cause some flickering, ghosting and jitter. This is not a bug from this mod, but inherent to TAA. Read the Workshop page for details.",TAAの機能は、「ちらつき/ゴースト/ジッターが発生」する場合があります。これはMODのバグでは無くTAA固有の問題で、詳しくはワークショップのページを確認して下さい。,REPORT_NOTE_166,,
REPORT_NOTE_167,"Terrain conforming props cannot be moved up/down.",地形に追従するタイプのPropは、「上下に移動」できません。,REPORT_NOTE_167,,
REPORT_NOTE_168,"The 'No Problem' mod makes the game think the problem doesn't exist, while the 'Hide Problems' mod only hides the icon. Each mod can (ironically) already lead to serious problems. Combining them is really asking for it...","「No Problem」MODは問題が存在しないとゲームに思わせて、「Hide Problems」MODは通知アイコンを非表示にするだけです。
どのMODでも、 (皮肉にも) 深刻な問題が既に発生している可能性があります。両方を組み合わせる場合は、本当にその機能を必要としていますか？",REPORT_NOTE_168,,
REPORT_NOTE_169,"The 'Remove Unwanted' button may not work properly.",不要なものを削除ボタンが、「正しく動作しない」場合があります。,REPORT_NOTE_169,,
REPORT_NOTE_170,"The ability to upgrade between one- and two-way roads is included in the game itself.",一方通行と双方向の道路間でアップグレードする機能は、ゲーム本体にあります。,REPORT_NOTE_170,,
REPORT_NOTE_171,"The AdjacentToPurchased option of Common Ground is incompatible with 81 Tiles. Common Ground is not needed for gameplay when you unlock all 81 tiles, but is still great for use in the map editor.","Common GroundのAdjacentToPurchasedオプションは、「81 Tilesと互換性」がありません。Common Groundは81タイルを全てアンロックするとプレイでは不要ですが、「マップエディタで使用する場合はゾーニングの確認など」が可能になります。",REPORT_NOTE_171,,
REPORT_NOTE_172,"The author classifies this mod as experimental. It's probably wise to avoid going too crazy with the numbers.",作者はこのMODを実験的なものと分類しています。あまり無茶な数値は避けた方が無難です。,REPORT_NOTE_172,,
REPORT_NOTE_173,"The author of Camera Positions Utility says these are incompatible, but some users report them working fine together.","一部のユーザーから報告: 「一緒でも正常に動作する」という報告があります。ただし、Camera Positions Utilityの作者は、「これらは互換性がない」と述べています。",REPORT_NOTE_173,,
REPORT_NOTE_174,"The author recommends to set accelaration and braking for train engines in AVO to 0.2 for correct sound timing.",正しいエフェクトのタイミングを取るには、「AVOで列車エンジンのアクセルとブレーキは0.2に設定」することを推奨しています。,REPORT_NOTE_174,,
REPORT_NOTE_175,"The behavior of Game Day Timer will change slightly when combined with Real Time. See the Workshop page.","Game Day TimerはReal Timeと組み合わせた場合は、動作が若干変わります。詳しくはワークショップのページを確認して下さい。",REPORT_NOTE_175,,
REPORT_NOTE_176,"The copy feature from the Move It mod can also duplicate unique buildings.","Move Itのコピー機能で、「ユニーク施設の建物も複製」することが可能です。",REPORT_NOTE_176,,
REPORT_NOTE_177,"The data converter can only do its work when Plop the Growables is not subscribed.","データの変換はPlop the Growablesが「サブスクしていない/解除した」状態で、関連作業を行うことができます。",REPORT_NOTE_177,,
REPORT_NOTE_178,"The destination to which the warehouse sends goods needs to be reachable by another transport mode next to barges. When a different transport mode provides a shorter route, no further barges are spawned. When the other barge harbour becomes unreachable, no further barges are spawned.","倉庫が商品や資源を輸送する目的地は、「Bargesの港から更に別の輸送手段で到達」できるようにして下さい。
他で輸送手段がより短い経路を提供する場合は、「ほとんどBargesの港から船がスポーン」しません。他のBargesの港に行けない場合も、同じく船はスポーンしません。",REPORT_NOTE_178,,
REPORT_NOTE_179,"The FPS Booster patch display doesn't work when the BAF Module is subscribed.","BAFモジュールがサブスクされている場合は、「FPS Boosterのパッチ表示」が機能しません。",REPORT_NOTE_179,,
REPORT_NOTE_180,"The functionality of this mod is included in the game itself.",このMODにある機能は、ゲーム本体にあります。,REPORT_NOTE_180,,
REPORT_NOTE_181,"The game already has this functionality, so this mod might be obsolete. Some however say this mod is still relevant, as this mod uses slightly different values than the base game.",この機能はゲームに実装されているので、MODは不要かも知れません。しかし、ゲームと若干異なる数値を使用しているため、このMODがまだ必要と言う人もいます。,REPORT_NOTE_181,,
REPORT_NOTE_182,"The game already solves the issue of not having enough low educated workers by employing highly educated people in lower-education jobs.",ゲームで低学歴の労働者が不足する諸問題は、「高学歴の労働者を低学歴の仕事でも雇用」することで解決しています。,REPORT_NOTE_182,,
REPORT_NOTE_183,"The game has one-way train tracks as well, but this also has a single two-way track and is still needed for custom stations with a one-way station track.",ゲームには一方通行の線路がありますが、「単線で双方向の線路」がありません。更に単線のステーショントラックを必要とする駅アセットでは必要です。,REPORT_NOTE_183,,
REPORT_NOTE_184,"The game sometimes forgets the real start of a route and might show it as 'No District'.",ゲームは時々ルートの本当の開始点を忘れ、「地区が無い」として表示される場合があります。,REPORT_NOTE_184,,
REPORT_NOTE_185,"The graphs from Enhanced Outside Connections View are far less useful because time flows much more slowly.","Enhanced Outside Connections Viewのグラフは、「更新と反映が遅い」ので余り正確ではありません。",REPORT_NOTE_185,,
REPORT_NOTE_186,"The mod uses an executable to actually draw the map. That executable works on Windows only and requires .NET Framework 4.5.2. This is not updated for the new Sunset Harbor transport lines.","MODは実際のマップを描画するために、「実行ファイルをバックグラウンドで起動」します。この実行ファイルはWindowsのみで動作して、「.NET Framework 4.5.2」のインストールが必要です。
DLC Sunset Harborで追加された、「新しい公共交通と路線設定の描画」には対応してません。",REPORT_NOTE_186,,
REPORT_NOTE_187,"The mod works on Windows, Mac OS and Linux. The included standalone 'Load Order Tool' is Windows only and requires an additional .Net install. See Workshop page for details.","このMODは、Windows/Mac OS/Linuxで動作します。付属のスタンドアロン版「Load Order Tool」はWindowsのみで動作して、「.Netライブラリ」のインストールが必要です。詳しくはワークショップのページを確認して下さい。",REPORT_NOTE_187,,
REPORT_NOTE_188,"The number of CitizenUnits will be increased correctly, but Watch It incorrectly shows the old number.","CitizenUnitsの消費数は正しく増加しますが、「Watch Itには古い制限の数値が誤って」表示されます。",REPORT_NOTE_188,,
REPORT_NOTE_189,"The original mod has been updated with a Chinese translation.",オリジナルのMODが中国語を追加して更新されました。,REPORT_NOTE_189,,
REPORT_NOTE_190,"The original mod supports the Chinese language.",オリジナルのMODは中国語に対応しています。,REPORT_NOTE_190,,
REPORT_NOTE_191,"The replaced signals have no light or animation.",置き換えた信号機は、「点灯や点滅したりアニメーション」がありません。,REPORT_NOTE_191,,
